Athlete,Age,Year,Closing Ceremony Date,Gold Medals,Silver Medals,Bronze Medals,Total Medals
Katrine Lunde Haraldsen,32,2012,08/12/2012,1,0,0,1
Camilla Herrem,25,2012,08/12/2012,1,0,0,1
Samuel Honrubia,26,2012,08/12/2012,1,0,0,1
Zlatko Horvat,27,2012,08/12/2012,0,0,1,1
Johan Jakobsson,25,2012,08/12/2012,0,1,0,1
Magnus Jernemyr,36,2012,08/12/2012,0,1,0,1
Kari Mette Johansen,33,2012,08/12/2012,1,0,0,1
Guillaume Joli,27,2012,08/12/2012,1,0,0,1
Marija Jovanovic,26,2012,08/12/2012,0,1,0,1
Jonas Källman,31,2012,08/12/2012,0,1,0,1
Nikola Karabatic,28,2012,08/12/2012,1,0,0,1
Daouda Karaboué,36,2012,08/12/2012,1,0,0,1
Tobias Karlsson,31,2012,08/12/2012,0,1,0,1
Milena Kneževic,22,2012,08/12/2012,0,1,0,1
Marko Kopljar,26,2012,08/12/2012,0,0,1,1
Amanda Kurtovic,21,2012,08/12/2012,1,0,0,1
Blaženko Lackovic,31,2012,08/12/2012,0,0,1,1
Jonas Larholm,30,2012,08/12/2012,0,1,0,1
Suzana Lazovic,20,2012,08/12/2012,0,1,0,1
Marta López,22,2012,08/12/2012,0,0,1,1
Venio Losert,36,2012,08/12/2012,0,0,1,1
Kristine Lunde-Borgersen,32,2012,08/12/2012,1,0,0,1
Heidi Løke,29,2012,08/12/2012,1,0,0,1
Marta Mangué,29,2012,08/12/2012,0,0,1,1
Carmen Martín,24,2012,08/12/2012,0,0,1,1
Majda Mehmedovic,22,2012,08/12/2012,0,1,0,1
Radmila Miljanic,24,2012,08/12/2012,0,1,0,1
Daniel Narcisse,32,2012,08/12/2012,1,0,0,1
Silvia Navarro,33,2012,08/12/2012,0,0,1,1
Andreas Nilsson,22,2012,08/12/2012,0,1,0,1
Ivan Nincevic,30,2012,08/12/2012,0,0,1,1
Tonje Nøstvold,27,2012,08/12/2012,1,0,0,1
Thierry Omeyer,35,2012,08/12/2012,1,0,0,1
Fredrik Petersen,28,2012,08/12/2012,0,1,0,1
Eli Pinedo,31,2012,08/12/2012,0,0,1,1
Bojana Popovic,32,2012,08/12/2012,0,1,0,1
Jova Radicevic,25,2012,08/12/2012,0,1,0,1
Ana Radovic,25,2012,08/12/2012,0,1,0,1
Linn-Kristin Riegelhuth Koren,27,2012,08/12/2012,1,0,0,1
Maja Savic,36,2012,08/12/2012,0,1,0,1
Johan Sjöstrand,25,2012,08/12/2012,0,1,0,1
Gøril Snorroeggen,27,2012,08/12/2012,1,0,0,1
Cédric Sorhaindo,28,2012,08/12/2012,1,0,0,1
Manuel Štrlek,23,2012,08/12/2012,0,0,1,1
Linn Jørum Sulland,28,2012,08/12/2012,1,0,0,1
Igor Vori,31,2012,08/12/2012,0,0,1,1
Marina Vukcevic,18,2012,08/12/2012,0,1,0,1
Drago Vukovic,28,2012,08/12/2012,0,0,1,1
Ana Ðokic,33,2012,08/12/2012,0,1,0,1
Ragnhild Aamodt,27,2008,08/24/2008,1,0,0,1
Luc Abalo,23,2008,08/24/2008,1,0,0,1
Joël Abati,37,2008,08/24/2008,1,0,0,1
An Jeong-Hwa,27,2008,08/24/2008,0,0,1,1
Yekaterina Andryushina,22,2008,08/24/2008,0,1,0,1
Sturla Ásgeirsson,28,2008,08/24/2008,0,1,0,1
Arnór Atlason,24,2008,08/24/2008,0,1,0,1
Bae Min-Hee,20,2008,08/24/2008,0,0,1,1
David Barrufet,38,2008,08/24/2008,0,0,1,1
Jon Belaustegui,29,2008,08/24/2008,0,0,1,1
Inna Bliznova,21,2008,08/24/2008,0,1,0,1
Karoline Dyhre Breivang,28,2008,08/24/2008,1,0,0,1
Cédric Burdet,33,2008,08/24/2008,1,0,0,1
Choi Im-Jeong,27,2008,08/24/2008,0,0,1,1
David Davis,31,2008,08/24/2008,0,0,1,1
Didier Dinart,31,2008,08/24/2008,1,0,0,1
Yelena Dmitriyeva,25,2008,08/24/2008,0,1,0,1
Alberto Entrerríos,31,2008,08/24/2008,0,0,1,1
Raúl Entrerríos,27,2008,08/24/2008,0,0,1,1
Jérôme Fernandez,31,2008,08/24/2008,1,0,0,1
Marit Malm Frafjord,22,2008,08/24/2008,1,0,0,1
Rubén Garabaya,29,2008,08/24/2008,0,0,1,1
Juan García,30,2008,08/24/2008,0,0,1,1
Logi Geirsson,25,2008,08/24/2008,0,1,0,1
Bertrand Gille,30,2008,08/24/2008,1,0,0,1
Guillaume Gille,32,2008,08/24/2008,1,0,0,1
Olivier Girault,35,2008,08/24/2008,1,0,0,1
Kari Aalvik Grimsbø,23,2008,08/24/2008,1,0,0,1
Michaël Guigou,26,2008,08/24/2008,1,0,0,1
Róbert Gunnarsson,28,2008,08/24/2008,0,1,0,1
Björgvin Gustavsson,23,2008,08/24/2008,0,1,0,1
Snorri Guðjónsson,26,2008,08/24/2008,0,1,0,1
Hreiðar Guðmundsson,27,2008,08/24/2008,0,1,0,1
Ásgeir Örn Hallgrímsson,24,2008,08/24/2008,0,1,0,1
Gro Hammerseng,28,2008,08/24/2008,1,0,0,1
Katrine Lunde Haraldsen,28,2008,08/24/2008,1,0,0,1
Heo Sun-Yeong,32,2008,08/24/2008,0,0,1,1
José Javier Hombrados,36,2008,08/24/2008,0,0,1,1
Hong Jeong-Ho,34,2008,08/24/2008,0,0,1,1
Ingimundur Ingimundarson,28,2008,08/24/2008,0,1,0,1
Sverre Jakobsson,31,2008,08/24/2008,0,1,0,1
Kari Mette Johansen,29,2008,08/24/2008,1,0,0,1
Nikola Karabatic,24,2008,08/24/2008,1,0,0,1
Daouda Karaboué,32,2008,08/24/2008,1,0,0,1
Anna Kareyeva,31,2008,08/24/2008,0,1,0,1
Christophe Kempé,33,2008,08/24/2008,1,0,0,1
Kim Cha-Yeon,27,2008,08/24/2008,0,0,1,1
Kim Nam-Sun,27,2008,08/24/2008,0,0,1,1
Kim On-A,19,2008,08/24/2008,0,0,1,1
Tonje Larsen,33,2008,08/24/2008,1,0,0,1
Lee Min-Hui,28,2008,08/24/2008,0,0,1,1
Demetrio Lozano,32,2008,08/24/2008,0,0,1,1
Kristine Lunde-Borgersen,28,2008,08/24/2008,1,0,0,1
Cristian Malmagro,25,2008,08/24/2008,0,0,1,1
Yekaterina Marennikova,26,2008,08/24/2008,0,1,0,1
Mun Pil-Hui,25,2008,08/24/2008,0,0,1,1
Daniel Narcisse,28,2008,08/24/2008,1,0,0,1
Katja Nyberg,28,2008,08/24/2008,1,0,0,1
Tonje Nøstvold,23,2008,08/24/2008,1,0,0,1
Oh Seong-Ok,35,2008,08/24/2008,0,0,1,1
Oh Yeong-Ran,35,2008,08/24/2008,0,0,1,1
Thierry Omeyer,31,2008,08/24/2008,1,0,0,1
Park Jeong-Hui,33,2008,08/24/2008,0,0,1,1
Cédric Paty,27,2008,08/24/2008,1,0,0,1
Alexander Petersson,28,2008,08/24/2008,0,1,0,1
Irina Poltoratskaya,29,2008,08/24/2008,0,1,0,1
Yelena Polyonova,24,2008,08/24/2008,0,1,0,1
Lyudmila Postnova,23,2008,08/24/2008,0,1,0,1
Carlos Prieto,28,2008,08/24/2008,0,0,1,1
Linn-Kristin Riegelhuth Koren,24,2008,08/24/2008,1,0,0,1
Albert Rocas,26,2008,08/24/2008,0,0,1,1
Oksana Romenskaya,32,2008,08/24/2008,0,1,0,1
Iker Romero,28,2008,08/24/2008,0,0,1,1
Nataliya Shipilova,28,2008,08/24/2008,0,1,0,1
Mariya Sidorova,28,2008,08/24/2008,0,1,0,1
Guðjón Valur Sigurðsson,29,2008,08/24/2008,0,1,0,1
Sigfús Sigurðsson,33,2008,08/24/2008,0,1,0,1
Gøril Snorroeggen,23,2008,08/24/2008,1,0,0,1
Song Hai-Rim,23,2008,08/24/2008,0,0,1,1
Ólafur Stefánsson,35,2008,08/24/2008,0,1,0,1
Inna Suslina,29,2008,08/24/2008,0,1,0,1
Else-Marthe Sørlie Lybekk,29,2008,08/24/2008,1,0,0,1
Víctor Tomás,23,2008,08/24/2008,0,0,1,1
Emiliya Turey,23,2008,08/24/2008,0,1,0,1
Yana Uskova,22,2008,08/24/2008,0,1,0,1
Kristine Andersen,28,2004,08/29/2004,1,0,0,1
Ivano Balic,25,2004,08/29/2004,1,0,0,1
Markus Baur,33,2004,08/29/2004,0,1,0,1
Anastasiya Borodina,22,2004,08/29/2004,0,0,1,1
Nataliya Borysenko,28,2004,08/29/2004,0,0,1,1
Karen Brødsgaard,26,2004,08/29/2004,1,0,0,1
Hanna Burmistrova,27,2004,08/29/2004,0,0,1,1
Mikhail Chipurin,23,2004,08/29/2004,0,0,1,1
Choi Im-Jeong,23,2004,08/29/2004,0,1,0,1
Line Daugaard,26,2004,08/29/2004,1,0,0,1
Davor Dominikovic,26,2004,08/29/2004,1,0,0,1
Mark Dragunski,33,2004,08/29/2004,0,1,0,1
Mirza Džomba,27,2004,08/29/2004,1,0,0,1
Henning Fritz,29,2004,08/29/2004,0,1,0,1
Katrine Fruelund,26,2004,08/29/2004,1,0,0,1
Slavko Goluža,32,2004,08/29/2004,1,0,0,1
Aleksandr Gorbatikov,22,2004,08/29/2004,0,0,1,1
Vyacheslav Gorpishin,34,2004,08/29/2004,0,0,1,1
Pascal Hens,24,2004,08/29/2004,0,1,0,1
Heo Sun-Yeong,28,2004,08/29/2004,0,1,0,1
Heo Yeong-Suk,29,2004,08/29/2004,0,1,0,1
Iryna Honcharova,29,2004,08/29/2004,0,0,1,1
Rikke Hørlykke,28,2004,08/29/2004,1,0,0,1
Im O-Gyeong,32,2004,08/29/2004,0,1,0,1
Jan-Olaf Immel,28,2004,08/29/2004,0,1,0,1
Vitaly Ivanov,28,2004,08/29/2004,0,0,1,1
Jang So-Hui,26,2004,08/29/2004,0,1,0,1
Torsten Jansen,27,2004,08/29/2004,0,1,0,1
Trine Jensen,23,2004,08/29/2004,1,0,0,1
Nikša Kaleb,31,2004,08/29/2004,1,0,0,1
Florian Kehrmann,27,2004,08/29/2004,0,1,0,1
Kim Cha-Yeon,23,2004,08/29/2004,0,1,0,1
Kim Hyeon-Ok,30,2004,08/29/2004,0,1,0,1
Lotte Kiærskou,29,2004,08/29/2004,1,0,0,1
Eduard Koksharov,28,2004,08/29/2004,0,0,1,1
Aleksey Kostygov,31,2004,08/29/2004,0,0,1,1
Stefan Kretzschmar,31,2004,08/29/2004,0,1,0,1
Denis Krivoshlykov,33,2004,08/29/2004,0,0,1,1
Vasily Kudinov,35,2004,08/29/2004,0,0,1,1
Oleg Kuleshov,30,2004,08/29/2004,0,0,1,1
Blaženko Lackovic,23,2004,08/29/2004,1,0,0,1
Andrey Lavrov,42,2004,08/29/2004,0,0,1,1
Lee Gong-Ju,24,2004,08/29/2004,0,1,0,1
Lee Sang-Eun,29,2004,08/29/2004,0,1,0,1
Nataliya Liapina,28,2004,08/29/2004,0,0,1,1
Venio Losert,28,2004,08/29/2004,1,0,0,1
Halyna Markushevska,28,2004,08/29/2004,0,0,1,1
Valter Matoševic,34,2004,08/29/2004,1,0,0,1
Petar Metlicic,27,2004,08/29/2004,1,0,0,1
Henriette Mikkelsen,23,2004,08/29/2004,1,0,0,1
Karin Mortensen,26,2004,08/29/2004,1,0,0,1
Mun Gyeong-Ha,24,2004,08/29/2004,0,1,0,1
Mun Pil-Hui,21,2004,08/29/2004,0,1,0,1
Myeom Bok-Hui,25,2004,08/29/2004,0,1,0,1
Louise Bager Nørgaard,22,2004,08/29/2004,1,0,0,1
Oh Seong-Ok,31,2004,08/29/2004,0,1,0,1
Oh Yeong-Ran,31,2004,08/29/2004,0,1,0,1
Klaus-Dieter Petersen,35,2004,08/29/2004,0,1,0,1
Rikke Petersen-Schmidt,29,2004,08/29/2004,1,0,0,1
Sergey Pogorelov,30,2004,08/29/2004,0,0,1,1
Olena Radchenko,31,2004,08/29/2004,0,0,1,1
Oksana Raikhel,27,2004,08/29/2004,0,0,1,1
Christian Ramota,31,2004,08/29/2004,0,1,0,1
Aleksey Rastvortsev,26,2004,08/29/2004,0,0,1,1
Christian Schwarzer,34,2004,08/29/2004,0,1,0,1
Liudmyla Shevchenko,34,2004,08/29/2004,0,0,1,1
Tetiana Shynkarenko,25,2004,08/29/2004,0,0,1,1
Hanna Siukalo,27,2004,08/29/2004,0,0,1,1
Rikke Skov,23,2004,08/29/2004,1,0,0,1
Vlado Šola,35,2004,08/29/2004,1,0,0,1
Denis Špoljaric,24,2004,08/29/2004,1,0,0,1
Goran Šprem,25,2004,08/29/2004,1,0,0,1
Daniel Stephan,31,2004,08/29/2004,0,1,0,1
Camilla Thomsen,29,2004,08/29/2004,1,0,0,1
Dmitry Torgovanov,32,2004,08/29/2004,0,0,1,1
Josephine Touray,24,2004,08/29/2004,1,0,0,1
Olena Tsyhytsia,29,2004,08/29/2004,0,0,1,1
Aleksandr Tuchkin,40,2004,08/29/2004,0,0,1,1
Maryna Verheliuk,26,2004,08/29/2004,0,0,1,1
Mette Vestergaard,28,2004,08/29/2004,1,0,0,1
Frank von Behren,27,2004,08/29/2004,0,1,0,1
Igor Vori,23,2004,08/29/2004,1,0,0,1
Drago Vukovic,21,2004,08/29/2004,1,0,0,1
Wu Seon-Hui,26,2004,08/29/2004,0,1,0,1
Olena Yatsenko,26,2004,08/29/2004,0,0,1,1
Larysa Zaspa,32,2004,08/29/2004,0,0,1,1
Christian Zeitz,23,2004,08/29/2004,0,1,0,1
Volker Zerbe,36,2004,08/29/2004,0,1,0,1
Vedran Zrnic,24,2004,08/29/2004,1,0,0,1
Camilla Andersen,27,2000,10/01/2000,1,0,0,1
Magnus Andersson,34,2000,10/01/2000,0,1,0,1
Beatrix Balogh,25,2000,10/01/2000,0,1,0,1
David Barrufet,30,2000,10/01/2000,0,0,1,1
Martin Boquist,23,2000,10/01/2000,0,1,0,1
Karen Brødsgaard,22,2000,10/01/2000,1,0,0,1
Tina Bøttzau,29,2000,10/01/2000,1,0,0,1
Rita Deli,28,2000,10/01/2000,0,1,0,1
Kristine Duvholt,26,2000,10/01/2000,0,0,1,1
Talant Duyshebayev,32,2000,10/01/2000,0,0,1,1
Ann-Cathrin Eriksen,29,2000,10/01/2000,0,0,1,1
Ágnes Farkas,27,2000,10/01/2000,0,1,0,1
Andrea Farkas,31,2000,10/01/2000,0,1,0,1
Dmitry Filippov,31,2000,10/01/2000,1,0,0,1
Martin Frändesjö,29,2000,10/01/2000,0,1,0,1
Mathias Franzén,25,2000,10/01/2000,0,1,0,1
Katrine Fruelund,22,2000,10/01/2000,1,0,0,1
Mateo Garralda,30,2000,10/01/2000,0,0,1,1
Peter Gentzel,31,2000,10/01/2000,0,1,0,1
Susann Goksør-Bjerkrheim,30,2000,10/01/2000,0,0,1,1
Vyacheslav Gorpishin,30,2000,10/01/2000,1,0,0,1
Kjersti Grini,29,2000,10/01/2000,0,0,1,1
Maja Grønbek,29,2000,10/01/2000,1,0,0,1
Rafael Guijosa,31,2000,10/01/2000,0,0,1,1
Trine Haltvik,35,2000,10/01/2000,0,0,1,1
Elisabeth Hilmo,23,2000,10/01/2000,0,0,1,1
Anette Hoffmann-Møberg,29,2000,10/01/2000,1,0,0,1
Mia Hundvin,23,2000,10/01/2000,0,0,1,1
Anikó Kántor,32,2000,10/01/2000,0,1,0,1
Oleg Khodkov,26,2000,10/01/2000,1,0,0,1
Lotte Kiærskou,25,2000,10/01/2000,1,0,0,1
Tonje Kjærgaard,25,2000,10/01/2000,1,0,0,1
Beatrix Kökény,31,2000,10/01/2000,0,1,0,1
Eduard Koksharov,24,2000,10/01/2000,1,0,0,1
Janne Kolling,32,2000,10/01/2000,1,0,0,1
Denis Krivoshlykov,29,2000,10/01/2000,1,0,0,1
Vasily Kudinov,31,2000,10/01/2000,1,0,0,1
Anita Kulcsár,23,2000,10/01/2000,0,1,0,1
Stanislav Kulinchenko,29,2000,10/01/2000,1,0,0,1
Dmitry Kuzelev,30,2000,10/01/2000,1,0,0,1
Tonje Larsen,25,2000,10/01/2000,0,0,1,1
Andreas Larsson,26,2000,10/01/2000,0,1,0,1
Andrey Lavrov,38,2000,10/01/2000,1,0,0,1
Igor Lavrov,27,2000,10/01/2000,1,0,0,1
Cecilie Leganger,25,2000,10/01/2000,0,0,1,1
Ola Lindgren,36,2000,10/01/2000,0,1,0,1
Stefan Lövgren,29,2000,10/01/2000,0,1,0,1
Dóra Lowy,23,2000,10/01/2000,0,1,0,1
Demetrio Lozano,24,2000,10/01/2000,0,0,1,1
Enric Massip,31,2000,10/01/2000,0,0,1,1
Karin Mortensen,22,2000,10/01/2000,1,0,0,1
Anikó Nagy,30,2000,10/01/2000,0,1,0,1
Anja Nielsen,25,2000,10/01/2000,1,0,0,1
Jeanette Nilsen,28,2000,10/01/2000,0,0,1,1
Jordi Nuñez,31,2000,10/01/2000,0,0,1,1
Xavier O'Callaghan,28,2000,10/01/2000,0,0,1,1
Josu Olalla,29,2000,10/01/2000,0,0,1,1
Staffan Olsson,36,2000,10/01/2000,0,1,0,1
Antonio Ortega,29,2000,10/01/2000,0,0,1,1
Ildikó Pádár,30,2000,10/01/2000,0,1,0,1
Katalin Pálinger,21,2000,10/01/2000,0,1,0,1
Juan Pérez,26,2000,10/01/2000,0,0,1,1
Rikke Petersen-Schmidt,25,2000,10/01/2000,1,0,0,1
Johan Pettersson,27,2000,10/01/2000,0,1,0,1
Sergey Pogorelov,26,2000,10/01/2000,1,0,0,1
Bojana Radulovics,27,2000,10/01/2000,0,1,0,1
Lene Rantala,32,2000,10/01/2000,1,0,0,1
Marianne Rokne,22,2000,10/01/2000,0,0,1,1
Christina Roslyng,22,2000,10/01/2000,1,0,0,1
Monica Sandve,26,2000,10/01/2000,0,0,1,1
Krisztina Sepsiné Pigniczki,24,2000,10/01/2000,0,1,0,1
Judit Simics-Zsemberi,32,2000,10/01/2000,0,1,0,1
Beáta Siti,26,2000,10/01/2000,0,1,0,1
Tomas Sivertsson,35,2000,10/01/2000,0,1,0,1
Pavel Sukosyan,38,2000,10/01/2000,1,0,0,1
Tomas Svensson,32,2000,10/01/2000,0,1,0,1
Birgitte Sættem,22,2000,10/01/2000,0,0,1,1
Else-Marthe Sørlie Lybekk,22,2000,10/01/2000,0,0,1,1
Pierre Thorsson,34,2000,10/01/2000,0,1,0,1
Heidi Tjugum,27,2000,10/01/2000,0,0,1,1
Dmitry Torgovanov,28,2000,10/01/2000,1,0,0,1
Aleksandr Tuchkin,36,2000,10/01/2000,1,0,0,1
Antonio Ugalde,24,2000,10/01/2000,0,0,1,1
Iñaki Urdangarín,32,2000,10/01/2000,0,0,1,1
Alberto Urdiales,31,2000,10/01/2000,0,0,1,1
Mette Vestergaard,24,2000,10/01/2000,1,0,0,1
Lev Voronin,29,2000,10/01/2000,1,0,0,1
Ljubomir Vranjes,26,2000,10/01/2000,0,1,0,1
Magnus Wislander,36,2000,10/01/2000,0,1,0,1
Andrei Xepkin,35,2000,10/01/2000,0,0,1,1
Kseniya Afanasyeva,20,2012,08/12/2012,0,1,0,1
Krisztián Berki,27,2012,08/12/2012,1,0,0,1
Diana Bulimar,16,2012,08/12/2012,0,0,1,1
Diana Maria Chelaru,18,2012,08/12/2012,0,0,1,1
Deng Linlin,20,2012,08/12/2012,1,0,0,1
Anastasiya Grishina,16,2012,08/12/2012,0,1,0,1
Guo Weiyang,24,2012,08/12/2012,1,0,0,1
Fabian Hambüchen,24,2012,08/12/2012,0,1,0,1
He Kexin,20,2012,08/12/2012,0,1,0,1
Larisa Iordache,16,2012,08/12/2012,0,0,1,1
Ryohei Kato,18,2012,08/12/2012,0,1,0,1
Danell Leyva,20,2012,08/12/2012,0,0,1,1
Matteo Morandi,30,2012,08/12/2012,0,0,1,1
Sam Oldham,19,2012,08/12/2012,0,0,1,1
Daniel Purvis,21,2012,08/12/2012,0,0,1,1
Ihor Radivilov,19,2012,08/12/2012,0,0,1,1
Kyla Ross,15,2012,08/12/2012,1,0,0,1
Hamilton Sabot,25,2012,08/12/2012,0,0,1,1
Sui Lu,20,2012,08/12/2012,0,1,0,1
Kazuhito Tanaka,27,2012,08/12/2012,0,1,0,1
Yusuke Tanaka,22,2012,08/12/2012,0,1,0,1
Kristian Thomas,23,2012,08/12/2012,0,0,1,1
Beth Tweddle,27,2012,08/12/2012,0,0,1,1
Jordyn Wieber,17,2012,08/12/2012,1,0,0,1
Koji Yamamuro,23,2012,08/12/2012,0,1,0,1
Yang Hak-Seon,19,2012,08/12/2012,1,0,0,1
Arthur Zanetti,22,2012,08/12/2012,1,0,0,1
Zhang Chenglong,23,2012,08/12/2012,1,0,0,1
Epke Zonderland,26,2012,08/12/2012,1,0,0,1
Andreea Acatrinei,16,2008,08/24/2008,0,0,1,1
Sasha Artemev,22,2008,08/24/2008,0,0,1,1
Raj Bhavsar,27,2008,08/24/2008,0,0,1,1
Leszek Blanik,31,2008,08/24/2008,1,0,0,1
Thomas Bouhail,22,2008,08/24/2008,0,1,0,1
Benoît Caranobe,28,2008,08/24/2008,0,0,1,1
Oksana Chusovitina,33,2008,08/24/2008,0,1,0,1
Gervasio Deferr,27,2008,08/24/2008,0,1,0,1
Deng Linlin,16,2008,08/24/2008,1,0,0,1
Gabriela Dragoi,15,2008,08/24/2008,0,0,1,1
Anton Fokin,25,2008,08/24/2008,0,0,1,1
Andreea Grigore,17,2008,08/24/2008,0,0,1,1
Joey Hagerty,26,2008,08/24/2008,0,0,1,1
Fabian Hambüchen,20,2008,08/24/2008,0,0,1,1
Hong Un-Jong,19,2008,08/24/2008,1,0,0,1
Huang Xu,29,2008,08/24/2008,1,0,0,1
Jiang Yuyuan,16,2008,08/24/2008,1,0,0,1
Takehiro Kashima,28,2008,08/24/2008,0,1,0,1
Li Shanshan,16,2008,08/24/2008,1,0,0,1
Chellsie Memmel,20,2008,08/24/2008,0,1,0,1
Takuya Nakase,25,2008,08/24/2008,0,1,0,1
Steliana Nistor,18,2008,08/24/2008,0,0,1,1
Makoto Okiguchi,22,2008,08/24/2008,0,1,0,1
Samantha Peszek,16,2008,08/24/2008,0,1,0,1
Alicia Sacramone,20,2008,08/24/2008,0,1,0,1
Koki Sakamoto,21,2008,08/24/2008,0,1,0,1
Bridget Sloan,16,2008,08/24/2008,0,1,0,1
Louis Smith,19,2008,08/24/2008,0,0,1,1
Justin Spring,24,2008,08/24/2008,0,0,1,1
Ana Tamârjan,17,2008,08/24/2008,0,0,1,1
Kevin Tan,26,2008,08/24/2008,0,0,1,1
Hiroyuki Tomita,27,2008,08/24/2008,0,1,0,1
Filip Ude,22,2008,08/24/2008,0,1,0,1
Oleksandr Vorobiov,23,2008,08/24/2008,0,0,1,1
Yu Won-Cheol,24,2008,08/24/2008,0,1,0,1
Oana Ban,18,2004,08/29/2004,1,0,0,1
Mohini Bhardwaj,25,2004,08/29/2004,0,1,0,1
Igor Cassina,26,2004,08/29/2004,1,0,0,1
Jury Chechi,34,2004,08/29/2004,0,0,1,1
Gervasio Deferr,23,2004,08/29/2004,1,0,0,1
Jason Gatson,24,2004,08/29/2004,0,1,0,1
Morgan Hamm,21,2004,08/29/2004,0,1,0,1
Valeriy Honcharov,26,2004,08/29/2004,1,0,0,1
Kim Dae-Eun,19,2004,08/29/2004,0,1,0,1
Mariya Kryuchkova,16,2004,08/29/2004,0,0,1,1
Émilie Le Pennec,16,2004,08/29/2004,1,0,0,1
Li Xiaopeng,23,2004,08/29/2004,0,0,1,1
Brett McClure,23,2004,08/29/2004,0,1,0,1
Courtney McCool,16,2004,08/29/2004,0,1,0,1
Hisashi Mizutori,24,2004,08/29/2004,1,0,0,1
Patricia Moreno,16,2004,08/29/2004,0,0,1,1
Daisuke Nakano,21,2004,08/29/2004,1,0,0,1
Daniel Popescu,21,2004,08/29/2004,0,0,1,1
Dan Potra,26,2004,08/29/2004,0,0,1,1
Jevgenijs Sapronenko,25,2004,08/29/2004,0,1,0,1
Razvan Selariu,20,2004,08/29/2004,0,0,1,1
Kyle Shewfelt,22,2004,08/29/2004,1,0,0,1
Silvia Stroescu,19,2004,08/29/2004,1,0,0,1
Ioan Suciu,26,2004,08/29/2004,0,0,1,1
Dimosthenis Tambakos,27,2004,08/29/2004,1,0,0,1
Teng Haibin,19,2004,08/29/2004,1,0,0,1
Naoya Tsukahara,27,2004,08/29/2004,1,0,0,1
Blaine Wilson,30,2004,08/29/2004,0,1,0,1
Yang Tae-Yeong,24,2004,08/29/2004,0,0,1,1
Lyudmila Yezhova-Grebenkova,22,2004,08/29/2004,0,0,1,1
Guard Young,27,2004,08/29/2004,0,1,0,1
Yelena Zamolodchikova,21,2004,08/29/2004,0,0,1,1
Zhang Nan,18,2004,08/29/2004,0,0,1,1
Nataliya Ziganshina,18,2004,08/29/2004,0,0,1,1
Maksim Alyoshin,21,2000,10/01/2000,0,0,1,1
Leszek Blanik,23,2000,10/01/2000,0,0,1,1
Loredana Boboc,16,2000,10/01/2000,1,0,0,1
Anna Chepeleva,16,2000,10/01/2000,0,1,0,1
Amy Chow,22,2000,10/01/2000,0,0,1,1
Szilveszter Csollány,30,2000,10/01/2000,1,0,0,1
Jamie Dantzscher,18,2000,10/01/2000,0,0,1,1
Dominique Dawes,23,2000,10/01/2000,0,0,1,1
Gervasio Deferr,19,2000,10/01/2000,1,0,0,1
Dmitry Drevin,18,2000,10/01/2000,0,0,1,1
Valeriy Honcharov,22,2000,10/01/2000,0,1,0,1
Huang Xu,21,2000,10/01/2000,1,0,0,1
Andreea Isarescu,16,2000,10/01/2000,1,0,0,1
Anastasiya Kolesnikova,16,2000,10/01/2000,0,1,0,1
Nikolay Kryukov,21,2000,10/01/2000,0,0,1,1
Ling Jie,17,2000,10/01/2000,0,1,0,1
Kristin Maloney,19,2000,10/01/2000,0,0,1,1
Ruslan Mezentsev,19,2000,10/01/2000,0,1,0,1
Valeriy Pereshkura,22,2000,10/01/2000,0,1,0,1
Yevgeny Podgorny,23,2000,10/01/2000,0,0,1,1
Éric Poujade,28,2000,10/01/2000,0,1,0,1
Claudia Presacan,20,2000,10/01/2000,1,0,0,1
Elise Ray,18,2000,10/01/2000,0,0,1,1
Tasha Schwikert-Warren,15,2000,10/01/2000,0,0,1,1
Oleksandr Svitlychniy,28,2000,10/01/2000,0,1,0,1
Dimosthenis Tambakos,23,2000,10/01/2000,0,1,0,1
Marius Urzica,24,2000,10/01/2000,1,0,0,1
Benjamin Varonian,20,2000,10/01/2000,0,1,0,1
Igors Vihrovs,22,2000,10/01/2000,1,0,0,1
Xiao Junfeng,21,2000,10/01/2000,1,0,0,1
Xing Aowei,18,2000,10/01/2000,1,0,0,1
Yang Yun,15,2000,10/01/2000,0,0,1,1
Zheng Lihui,22,2000,10/01/2000,1,0,0,1
Roman Zozulia,21,2000,10/01/2000,0,1,0,1
Alex Sandro,21,2012,08/12/2012,0,1,0,1
Alexandre Pato,22,2012,08/12/2012,0,1,0,1
Kozue Ando,30,2012,08/12/2012,0,1,0,1
Javier Aquino,22,2012,08/12/2012,1,0,0,1
Baek Seong-Dong,20,2012,08/12/2012,0,0,1,1
Shannon Boxx,35,2012,08/12/2012,1,0,0,1
Rachel Buehler,26,2012,08/12/2012,1,0,0,1
Candace Chapman,29,2012,08/12/2012,0,0,1,1
Darvin Chávez,22,2012,08/12/2012,1,0,0,1
Lauren Cheney,24,2012,08/12/2012,1,0,0,1
José Corona,31,2012,08/12/2012,1,0,0,1
Javier Cortés,23,2012,08/12/2012,1,0,0,1
Leandro Damião,23,2012,08/12/2012,0,1,0,1
Danilo,21,2012,08/12/2012,0,1,0,1
Giovani dos Santos,23,2012,08/12/2012,1,0,0,1
Jorge Enríquez,21,2012,08/12/2012,1,0,0,1
Marco Fabián,23,2012,08/12/2012,1,0,0,1
Jonelle Filigno,21,2012,08/12/2012,0,0,1,1
